CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
421235,1,06/06/2003,BOTH,J028867957698,,,Slough,2021
461736,1,12/03/2007,BOTH,F013684249980,,,East Sussex,2021
497254,1,09/04/2007,MWAS,S039336467724,,,West Sussex,2021
442786,2,12/02/2009,CHNE,Z078919015983,,,Surrey,2021
495567,2,17/09/2010,WIRI,U066476579583,,,Surrey,2021
436453,2,04/01/2012,BAFR,U032382860936,,,West Berkshire,2021
469456,2,28/07/2005,APKN,Y096573310484,,,Surrey,2021
454857,2,18/08/2005,BOTH,E071812905746,,,Brighton and Hove,2021
467355,2,11/09/2004,MWAS,H013023876325,,,Buckinghamshire,2021
622238,1,26/02/2022,NOBT,E015265624703,,,Kent,2021
659037,1,01/08/2016,NOBT,E022331073664,,,Wokingham,2021
621827,2,14/08/2005,WBRI,X065372360015,,,Medway,2021
621325,2,22/04/2005,BOTH,O085881674990,,,Oxfordshire,2021
680168,2,20/06/2006,CHNE,P052592680257,,,Reading,2021
657037,1,22/12/2005,MWBC,N004346951157,,,Bracknell Forest,2021
609096,1,30/09/2012,WIRT,C074034799615,,,Buckinghamshire,2021
652178,2,21/08/2005,NOBT,F065059265108,,,Oxfordshire,2021
601325,1,31/05/2006,OOTH,X099272130197,,,Wokingham,2021
927,2,30/10/2001,AIND,G038737315375,,,Oxfordshire,2022
71701,1,12/11/2000,APKN,Y064255051635,,,West Berkshire,2022
124666,1,01/07/2000,AOTH,N041810829288,,,Oxfordshire,2022
109587,1,29/09/2003,NOBT,U087650204383,,,Isle of Wight,2022
104714,2,23/11/2007,MWBC,P029116582686,,,Brighton and Hove,2022
160063,2,04/02/2004,WOTH,S034995687916,,,Wokingham,2022
141345,1,03/03/2006,BCRB,H009803287932,,,Brighton and Hove,2022
131676,1,18/12/2002,BCRB,Y050530707134,,,Windsor and Maidenhead,2022
112333,1,13/03/2008,MOTH,H081808845272,,,West Sussex,2022
100927,2,12/08/2007,MWBC,I075591829154,,,Brighton and Hove,2022
134203,2,23/07/2003,MWAS,J006140445213,,,Surrey,2022
141339,2,03/10/2007,WROM,W075794075371,,,Brighton and Hove,2022
108681,1,23/07/2006,WBRI,Z046792150320,,,Buckinghamshire,2022
119076,2,04/07/2003,NOBT,S086121800312,,,West Berkshire,2022
144296,1,20/06/2003,BCRB,P031672123564,,,Brighton and Hove,2022
142855,1,13/09/2002,NOBT,D069894050140,,,Bracknell Forest,2022
163370,2,14/05/2002,ABAN,X072958828950,,,Buckinghamshire,2022
141613,2,18/07/2000,APKN,U057384479086,,,East Sussex,2022
148382,1,13/09/2004,BCRB,M050396477633,,,Kent,2022
167586,1,15/11/2000,WBRI,N094277680695,,,Surrey,2022
143491,1,01/10/2003,APKN,U053587068818,,,Oxfordshire,2022
291821,1,27/11/2006,MWAS,G030620660930,,,Portsmouth,2022
265962,2,10/02/2004,MWAS,Y098010813779,,,Bracknell Forest,2022
252306,1,03/04/2004,WROM,E015766952416,,,Portsmouth,2022
299336,1,13/12/2001,REFU,G090199174490,,,Windsor and Maidenhead,2022
258401,2,12/02/2005,WIRI,O084791450393,,,Hampshire,2022
257772,2,22/10/2003,WBRI,L094573830526,,,Hampshire,2022
221698,1,10/06/2005,MWAS,T061836649024,,,Brighton and Hove,2022
228918,2,09/08/2007,MOTH,B003687063641,,,Isle of Wight,2022
297904,1,28/09/2002,WOTH,P079045913928,,,Portsmouth,2022
234432,2,11/08/2006,BOTH,I000113217475,,,Kent,2022
233004,2,11/07/2001,CHNE,E022069763524,,,Milton Keynes,2022
212806,2,06/05/2006,BOTH,F008174016106,,,Portsmouth,2022
259611,1,06/09/2007,ABAN,E093884627720,,,Surrey,2022
289131,2,18/01/2004,MWBC,I074188252372,,,Bracknell Forest,2022
240046,1,25/11/2007,WROM,S099336510749,,,Surrey,2022
282493,2,30/04/2003,APKN,I074429862857,,,Isle of Wight,2022
286590,2,25/10/2007,NOBT,L031025386165,,,West Berkshire,2022
251062,1,01/04/2009,BOTH,O090477021849,,,Milton Keynes,2022
201957,2,25/11/2004,BCRB,V098132827222,,,Isle of Wight,2022
259746,1,11/11/2007,BCRB,F023948870740,,,Wokingham,2022
259050,1,21/01/2001,MWBC,Y063330426464,,,Portsmouth,2022
224097,1,19/10/2008,WIRT,P007282852616,,,Isle of Wight,2022
285476,1,18/11/2004,BCRB,E086506674196,,,Milton Keynes,2022
217144,1,05/07/2004,WIRI,K044492810512,,,Milton Keynes,2022
200112,2,01/04/2002,AOTH,Z074452044471,,,Wokingham,2022
280822,1,10/09/2002,NOBT,F061107749918,,,Windsor and Maidenhead,2022
284704,2,04/01/2009,MWBC,I081718036297,,,Brighton and Hove,2022
201894,2,26/07/2002,REFU,G000386910018,,,Medway,2022
241977,1,06/04/2009,BOTH,E096141693136,,,Bracknell Forest,2022
262865,2,10/07/2007,AOTH,X067119483132,,,Brighton and Hove,2022
249564,2,04/02/2006,MWAS,X066519713400,,,Windsor and Maidenhead,2022
273486,1,19/05/2006,NOBT,E021059320209,,,Kent,2022
274473,1,15/05/2008,MOTH,P058303108985,,,Southampton,2022
269203,2,05/05/2008,ABAN,I019911329940,,,Southampton,2022
244263,1,20/05/2008,BCRB,G071346822568,,,Reading,2022
288382,2,16/05/2000,REFU,V077394447824,,,Reading,2022
268101,2,20/08/2005,WOTH,Q004990839792,,,Oxfordshire,2022
200694,1,21/12/2008,AIND,F005276852515,,,Windsor and Maidenhead,2022
270805,2,18/07/2009,BAFR,V002159658752,,,Kent,2022
271376,2,21/07/2004,WROM,T092472349016,,,Kent,2022
238759,2,08/10/2002,WIRI,F021328324664,,,Oxfordshire,2022
294861,1,08/11/2009,AIND,H054493481476,,,Medway,2022
257900,2,25/12/2009,WIRT,N002204959763,,,Medway,2022
252625,2,29/03/2009,BAFR,T045070721937,,,West Berkshire,2022
257086,1,31/12/2003,MOTH,C044126027770,,,Isle of Wight,2022
355028,1,29/01/2009,BCRB,O094285718626,,,Slough,2022
397555,1,03/12/2002,MWBC,V080252336521,,,Windsor and Maidenhead,2022
326771,2,06/08/2010,NOBT,D015440654496,,,Kent,2022
392041,2,12/01/2004,BAFR,N060666257618,,,East Sussex,2022
309604,1,23/08/2011,MWBC,X068559427132,,,Reading,2022
337058,1,30/05/2007,BCRB,A064498462129,,,Wokingham,2022
337984,2,13/02/2001,OOTH,X079911626083,,,Medway,2022
355511,2,26/10/2004,WROM,N005889950321,,,Brighton and Hove,2022
362441,1,31/08/2013,WBRI,L013559844358,,,West Berkshire,2022
342676,2,02/06/2006,MOTH,J027231667267,,,Oxfordshire,2022
350576,1,08/06/2005,WIRT,T022434659901,,,Bracknell Forest,2022
362251,2,08/09/2004,WROM,A025570435709,,,Windsor and Maidenhead,2022
353369,1,19/08/2006,AIND,G057259122789,,,Windsor and Maidenhead,2022
360155,1,05/03/2011,MWAS,A028373693408,,,Hampshire,2022
326146,2,10/10/2012,WROM,V007832342550,,,Bracknell Forest,2022
379756,2,07/12/2013,APKN,B002090050845,,,Medway,2022
354531,1,15/02/2007,AOTH,D054811396269,,,Hampshire,2022
306475,2,28/02/2005,WROM,T049156511779,,,Slough,2022
306610,1,27/11/2009,MWBC,U006396226409,,,Portsmouth,2022
326178,1,18/11/2004,WIRI,F033406985847,,,Bracknell Forest,2022
353484,2,27/04/2005,WROM,U032584641710,,,Milton Keynes,2022
322061,2,22/09/2005,ABAN,Z081219168222,,,Southampton,2022
344736,1,17/07/2002,OOTH,T045569711955,,,Hampshire,2022
369955,1,25/03/2007,WBRI,R079047897932,,,Oxfordshire,2022
331585,2,30/06/2005,AOTH,J084288473793,,,Isle of Wight,2022
338163,2,25/06/2000,NOBT,X015606949138,,,Hampshire,2022
363591,2,07/10/2012,CHNE,V006798800954,,,Hampshire,2022
363998,1,03/07/2001,OOTH,Z075333763371,,,Portsmouth,2022
317461,2,20/03/2006,CHNE,V014957498876,,,West Berkshire,2022
312778,2,21/12/2001,WBRI,E034469422834,,,Portsmouth,2022
330142,1,02/12/2000,WIRI,V098606855234,,,Kent,2022
342377,1,15/03/2008,WIRI,W066131372953,,,Portsmouth,2022
369004,1,24/07/2004,ABAN,S019693864091,,,Hampshire,2022
372376,1,08/04/2012,BOTH,W062470785675,,,West Berkshire,2022
388270,1,19/06/2000,WROM,N016045832680,,,Kent,2022
370346,1,12/05/2005,MOTH,S002723122851,,,West Berkshire,2022
324287,1,17/03/2002,MOTH,E001724417134,,,Brighton and Hove,2022
310439,2,20/07/2011,AIND,Y016462887148,,,West Berkshire,2022
319131,2,16/06/2003,AIND,E061023815886,,,Slough,2022
365948,2,26/11/2008,AOTH,E056900562594,,,East Sussex,2022
452845,2,09/12/2015,REFU,U078167874308,,,Buckinghamshire,2022
499344,2,19/02/2005,WIRT,G060100671053,,,Portsmouth,2022
461012,1,07/10/2017,BCRB,E082276360454,,,Brighton and Hove,2022
418504,1,12/04/2002,BCRB,L024563181016,,,Kent,2022
455242,1,24/03/2007,WIRI,Z054000229038,,,Southampton,2022
491181,2,04/03/2003,BOTH,I002899886239,,,East Sussex,2022
487527,1,01/02/2018,ABAN,G085121436752,,,Medway,2022
444107,1,08/11/2001,WOTH,R011579302473,,,Medway,2022
430458,2,08/08/2002,MWBC,G062660343904,,,Milton Keynes,2022
452197,2,14/09/2009,AIND,B076302667781,,,Brighton and Hove,2022
407342,2,23/08/2017,WOTH,J046079023257,,,Surrey,2022
466519,1,08/08/2005,NOBT,F079429645541,,,Brighton and Hove,2022
408735,2,10/08/2008,BOTH,Q094214908313,,,Bracknell Forest,2022
408444,2,21/08/2004,BOTH,I002389746560,,,East Sussex,2022
498999,2,28/11/2002,BOTH,K083330966721,,,Buckinghamshire,2022
451325,1,09/10/2004,CHNE,Q058766324717,,,Brighton and Hove,2022
462507,2,15/03/2014,BOTH,P090842547993,,,Brighton and Hove,2022
465320,2,06/02/2003,ABAN,I004816149137,,,West Sussex,2022
458528,1,13/12/2006,MWBC,Z028179714919,,,Buckinghamshire,2022
435556,1,25/10/2004,MOTH,O013160947065,,,Windsor and Maidenhead,2022
404065,2,27/06/2014,APKN,O029253281395,,,Brighton and Hove,2022
496362,2,10/03/2004,WIRI,U014096246548,,,Milton Keynes,2022
498429,1,02/10/2001,AIND,V031402252953,,,Reading,2022
458680,1,19/04/2014,BCRB,K082658388464,,,Windsor and Maidenhead,2022
418806,1,27/11/2000,ABAN,X039994133384,,,West Berkshire,2022
420852,2,10/08/2007,NOBT,S042968105277,,,Isle of Wight,2022
442171,1,08/02/2014,REFU,N070235947291,,,Bracknell Forest,2022
420124,2,03/03/2006,AIND,K059427277026,,,Wokingham,2022
602948,1,17/06/2021,MWBA,Z023154875924,,,Hampshire,2022
612590,2,17/06/2007,WOTH,R050646715066,,,West Berkshire,2022
691081,1,28/02/2006,MOTH,B056988624459,,,Wokingham,2022
618233,2,26/09/2020,MWBA,C063481157822,,,Oxfordshire,2022
615956,2,14/05/2020,CHNE,Z036388794226,,,Buckinghamshire,2022
670841,1,05/02/2014,MWAS,W019370732518,,,Isle of Wight,2022
660951,1,06/02/2006,MWAS,L039826415315,,,Reading,2022
605796,1,05/02/2006,MWBC,B073736616667,,,Bracknell Forest,2022
616596,2,15/11/2011,MWBC,G011219785250,,,Medway,2022
77939,2,09/09/2001,WOTH,O080657260191,,,East Sussex,2023
80607,2,29/07/2002,MWBC,J059574472261,,,Wokingham,2023
184391,1,07/09/2007,WIRI,N047379114198,,,Bracknell Forest,2023
104769,1,01/07/2002,WROM,P000516378560,,,Slough,2023
131878,1,07/12/2007,OOTH,A054115119120,,,Kent,2023
140673,2,10/08/2004,CHNE,T061624090504,,,Wokingham,2023
159993,1,17/10/2005,MWBC,U044253135820,,,Hampshire,2023
156738,2,23/08/2001,ABAN,C086626371941,,,Slough,2023
135023,1,24/11/2000,WOTH,A046356765835,,,Wokingham,2023
154485,1,25/06/2003,APKN,O062928872352,,,Bracknell Forest,2023
153065,2,23/03/2008,BOTH,B006149929369,,,West Berkshire,2023
191762,2,21/02/2004,WOTH,N058493492981,,,West Sussex,2023
133861,2,06/02/2001,APKN,E046478677827,,,Milton Keynes,2023
130052,1,14/06/2002,OOTH,H014744876609,,,Bracknell Forest,2023
157315,1,02/07/2006,BOTH,G008451472930,,,Brighton and Hove,2023
177281,2,01/12/2002,WBRI,R098111011979,,,Hampshire,2023
154309,2,27/03/2008,BOTH,V040725983899,,,Wokingham,2023
190034,1,05/11/2005,AIND,G046800028774,,,Milton Keynes,2023
179916,2,31/07/2006,BOTH,A001737512827,,,Reading,2023
186715,2,28/05/2001,WIRI,I042041909900,,,West Sussex,2023
110408,2,17/09/2003,ABAN,X096315599282,,,Hampshire,2023
142731,1,08/06/2001,NOBT,F044094087547,,,Reading,2023
110874,2,24/04/2000,BCRB,T022548505862,,,East Sussex,2023
154307,2,12/05/2007,AOTH,T016178087180,,,Portsmouth,2023
244325,1,18/09/2009,OOTH,J047501073755,,,Brighton and Hove,2023
276636,2,01/07/2004,BOTH,X090410977188,,,Medway,2023
207200,1,14/05/2000,WOTH,L084516071930,,,Brighton and Hove,2023
202395,2,09/08/2005,CHNE,G017960434055,,,Wokingham,2023
207701,2,22/07/2000,OOTH,I058152863140,,,Milton Keynes,2023
238440,2,22/11/2006,AOTH,V006846168672,,,Oxfordshire,2023
293706,2,04/10/2001,MOTH,E057428504716,,,Windsor and Maidenhead,2023
248004,2,18/10/2006,REFU,X020575308297,,,West Sussex,2023
277547,2,11/08/2007,WIRT,R085950579342,,,West Sussex,2023
238182,2,21/03/2006,BAFR,P058947415586,,,Surrey,2023
260919,2,21/12/2007,OOTH,D079846646075,,,Buckinghamshire,2023
296316,1,15/10/2003,MWBA,M048778625418,,,Isle of Wight,2023
298204,1,05/07/2005,NOBT,M070931619496,,,West Berkshire,2023
281455,1,08/12/2004,CHNE,L067978405146,,,Medway,2023
277621,2,12/06/2003,BOTH,H006153003395,,,West Berkshire,2023
254072,2,06/12/2004,CHNE,V087490878155,,,Oxfordshire,2023
271317,1,16/06/2001,AIND,R014142503480,,,Surrey,2023
208863,2,09/05/2008,BCRB,B008428243133,,,Portsmouth,2023
229510,1,15/09/2004,WIRI,S087822753247,,,West Sussex,2023
269217,1,14/04/2008,WOTH,F001215649383,,,Medway,2023
260256,1,09/06/2007,WBRI,M096601490769,,,Medway,2023
291709,1,10/06/2002,ABAN,W062418341950,,,West Sussex,2023
202924,1,26/02/2002,BCRB,J076325031563,,,Windsor and Maidenhead,2023
241606,1,17/08/2003,APKN,P036825717210,,,Southampton,2023
204736,2,24/07/2000,APKN,D008246813632,,,Southampton,2023
201575,2,11/05/2004,MWAS,Q063775915099,,,Kent,2023
242661,2,26/09/2005,MOTH,X057531272062,,,Surrey,2023
281163,1,21/05/2008,MWAS,X032197965894,,,Slough,2023
284827,1,24/01/2003,ABAN,V045422011486,,,West Berkshire,2023
255880,1,27/07/2004,MWAS,V042133030766,,,Hampshire,2023
228072,2,03/05/2005,NOBT,Q029972452184,,,Slough,2023
200125,1,06/02/2010,BCRB,A093629224473,,,Surrey,2023
218056,1,20/02/2008,AIND,Q066836582131,,,West Berkshire,2023
232402,1,28/01/2003,MWBC,Z097247122089,,,Buckinghamshire,2023
201890,2,13/08/2002,WROM,N071680819043,,,West Sussex,2023
282330,1,28/09/2007,ABAN,O052091790083,,,Surrey,2023
367700,2,20/12/2012,MWAS,V045689023763,,,Slough,2023
365153,2,08/02/2005,WIRT,W045192724704,,,Brighton and Hove,2023
398854,1,16/07/2002,MWBA,E091708588775,,,Kent,2023
342275,2,24/12/2010,WROM,T077326154225,,,Isle of Wight,2023
393460,2,09/04/2007,WIRT,P046392292061,,,Hampshire,2023
310155,1,12/10/2011,OOTH,Q085013687727,,,Reading,2023
327203,2,01/04/2004,AIND,Y073937947963,,,Brighton and Hove,2023
383369,2,18/10/2010,AIND,Y051856172389,,,Slough,2023
339954,1,05/06/2003,WROM,J008690736684,,,Wokingham,2023
362374,2,24/11/2002,MWBC,Z067399840888,,,Buckinghamshire,2023
343825,1,06/06/2005,APKN,A048240351141,,,Isle of Wight,2023
311393,1,17/07/2007,MWBA,M002879614713,,,West Berkshire,2023
355542,2,25/10/2006,MOTH,K042002313699,,,Surrey,2023
382008,2,30/11/2009,REFU,Q010225744926,,,Medway,2023
312889,1,12/01/2005,WIRT,L009149112331,,,Bracknell Forest,2023
365103,1,09/07/2007,CHNE,K084777853584,,,Isle of Wight,2023
317520,2,26/03/2001,WROM,X025493422493,,,Isle of Wight,2023
398891,1,15/08/2003,CHNE,T086524882201,,,East Sussex,2023
355364,1,10/12/2012,MOTH,L051450973557,,,Milton Keynes,2023
353254,2,25/03/2010,APKN,R076036580512,,,West Sussex,2023
322180,1,14/03/2011,NOBT,I036165585975,,,Isle of Wight,2023
323335,1,22/12/2004,WBRI,F030178408786,,,Medway,2023
360465,2,19/11/2012,AOTH,V092678770588,,,Milton Keynes,2023
376324,1,17/11/2007,MWBA,L092740701922,,,East Sussex,2023
396762,1,30/09/2001,CHNE,G055089958925,,,Kent,2023
396560,2,18/02/2005,ABAN,Z061414555463,,,Medway,2023
384527,2,02/01/2004,WBRI,B093250513454,,,Hampshire,2023
334525,1,21/03/2007,BAFR,K000751051979,,,West Sussex,2023
370194,2,06/07/2008,WIRI,O056454429093,,,Brighton and Hove,2023
351269,1,06/03/2001,APKN,E019597184933,,,Wokingham,2023
340951,2,28/11/2013,ABAN,V022180752326,,,Southampton,2023
340080,1,08/09/2010,MOTH,X022079011370,,,West Sussex,2023
328455,2,01/10/2010,WOTH,M069911474926,,,Milton Keynes,2023
358162,2,19/07/2000,MWAS,R056181775929,,,East Sussex,2023
387558,2,16/09/2010,MOTH,G052052120020,,,Milton Keynes,2023
314305,2,12/04/2007,NOBT,S014077740308,,,Kent,2023
316131,2,09/04/2009,MWAS,X008098711924,,,Isle of Wight,2023
337439,1,29/10/2010,MWBA,E098345761970,,,East Sussex,2023
353160,2,05/01/2011,MOTH,M020722300126,,,West Sussex,2023
302702,2,10/01/2003,MWBA,D017845298663,,,Brighton and Hove,2023
336854,2,24/07/2000,MWBA,N008645759148,,,Milton Keynes,2023
454089,1,23/08/2003,MWAS,J011562784704,,,Hampshire,2023
420186,1,22/02/2009,MWBA,V018123266895,,,Southampton,2023
497848,2,22/10/2017,MWBA,S037590853750,,,Medway,2023
459993,2,22/08/2017,CHNE,T004317041093,,,Southampton,2023
431146,1,08/03/2014,AOTH,R086761362902,,,Oxfordshire,2023
419119,1,09/10/2001,NOBT,U023770318903,,,Slough,2023
437165,2,16/07/2007,MOTH,R013836838305,,,East Sussex,2023
456246,1,02/06/2004,APKN,K057360007117,,,Surrey,2023
442220,2,27/10/2005,NOBT,Z036579486889,,,Bracknell Forest,2023
427935,1,14/01/2005,CHNE,N074416046707,,,West Sussex,2023
481677,1,10/01/2013,MWBA,D009406468130,,,Milton Keynes,2023
414405,2,26/01/2003,OOTH,A013049863322,,,Slough,2023
421487,2,17/02/2010,WBRI,O014316995552,,,Surrey,2023
409075,2,12/11/2002,WOTH,S081693289608,,,Medway,2023
459203,1,12/09/2004,OOTH,X055487080274,,,Reading,2023
473897,2,09/09/2013,CHNE,N082691893948,,,Medway,2023
410016,2,30/05/2011,WROM,F033554300384,,,Milton Keynes,2023
489666,1,07/04/2007,WOTH,J055960691452,,,Isle of Wight,2023
424595,2,29/06/2004,REFU,R030008016090,,,West Sussex,2023
433013,1,08/01/2017,BOTH,F035408002332,,,Windsor and Maidenhead,2023
483112,1,05/01/2002,MOTH,V004091895928,,,Buckinghamshire,2023
482972,1,31/03/2006,WROM,K037740915723,,,West Sussex,2023
401652,1,09/08/2006,APKN,Q063884832758,,,Hampshire,2023
468208,1,04/04/2005,WIRT,F021975711574,,,Portsmouth,2023
434792,1,02/09/2003,REFU,X077077456864,,,Surrey,2023
453167,1,29/02/2008,APKN,Z040396210402,,,Milton Keynes,2023
416991,2,12/02/2005,AOTH,E022323256121,,,Slough,2023
422391,1,01/07/2012,AIND,M039633446267,,,Milton Keynes,2023
494074,2,11/02/2017,AIND,C033879806071,,,Surrey,2023
647408,2,17/09/2006,AOTH,Z062640998399,,,West Berkshire,2023
601217,1,20/03/2022,MWBA,D025832750728,,,Oxfordshire,2023
601115,1,04/02/2014,MWBC,A069073465201,,,Isle of Wight,2023
662688,2,11/10/2007,MWBC,C016964709424,,,West Berkshire,2023
670332,2,27/10/2006,BCRB,V086829723305,,,Reading,2023
634831,1,17/09/2005,BAFR,O021951408481,,,Milton Keynes,2023
605826,1,31/08/2014,MOTH,S059967132455,,,Slough,2023
676237,2,05/04/2006,WROM,A011716062297,,,East Sussex,2023
697099,1,29/08/2021,NOBT,P088879567001,,,East Sussex,2023
608340,1,13/06/2005,MWBC,X003694930279,,,Wokingham,2023
649212,1,13/10/2019,AIND,Y052468127064,,,Hampshire,2023
600457,1,11/01/2015,NOBT,A048890278746,,,Slough,2023
638109,1,26/12/2005,MOTH,D059776056950,,,Slough,2023
676550,1,25/12/2015,NOBT,C049200936147,,,Windsor and Maidenhead,2023
652764,2,28/08/2011,BCRB,P024922301454,,,Bracknell Forest,2023
621564,2,12/02/2006,BAFR,P006208526531,,,Medway,2023
669581,1,30/09/2009,AOTH,V043328689692,,,Bracknell Forest,2023
637945,1,23/07/2014,NOBT,Y018142123798,,,Milton Keynes,2023
656933,1,16/06/2014,NOBT,H061822065905,,,Milton Keynes,2023
672909,2,10/03/2006,OOTH,H012358419248,,,Slough,2023
10006,1,01/10/2000,WOTH,H045636542922,,,Bracknell Forest,2024
99145,2,22/02/2001,BAFR,E016182777303,,,Milton Keynes,2024
193044,1,16/07/2005,ABAN,Q042554225838,,,Hampshire,2024
167167,1,25/05/2002,MWBA,Z032870155320,,,Windsor and Maidenhead,2024
111839,2,18/03/2005,REFU,V022230032915,,,West Sussex,2024
158403,1,16/10/2000,APKN,K019534970355,,,Windsor and Maidenhead,2024
181906,1,28/11/2002,WIRI,Y013471943090,,,East Sussex,2024
155216,2,05/02/2008,NOBT,P059736064820,,,West Berkshire,2024
176994,2,02/09/2002,OOTH,V022329848334,,,Wokingham,2024
134086,1,18/04/2003,WOTH,F076514633914,,,Portsmouth,2024
165777,1,07/01/2008,AOTH,R010271152762,,,Southampton,2024
117700,1,27/06/2000,ABAN,S056926128019,,,Buckinghamshire,2024
180365,1,05/10/2005,MWBA,A014350827938,,,Bracknell Forest,2024
170712,2,23/01/2006,AOTH,V091910854919,,,Oxfordshire,2024
153200,2,31/03/2001,WIRT,L074268248071,,,Portsmouth,2024
188304,2,01/04/2006,APKN,N005048035704,,,Slough,2024
100339,1,01/05/2002,MWAS,J033729147933,,,Buckinghamshire,2024
163064,2,09/07/2003,WOTH,F090393317998,,,Brighton and Hove,2024
242485,2,22/01/2009,MOTH,S044301774777,,,Hampshire,2024
250812,2,12/12/2007,ABAN,Q074317991369,,,Milton Keynes,2024
231378,1,02/12/2005,BOTH,K033753693711,,,Southampton,2024
284058,2,27/04/2008,WOTH,C082960438606,,,Hampshire,2024
232399,2,04/08/2000,OOTH,W074401522959,,,Buckinghamshire,2024
297104,2,09/06/2003,OOTH,X026137030052,,,Isle of Wight,2024
243904,2,26/09/2001,WIRI,I080104924267,,,Bracknell Forest,2024
259130,2,13/12/2001,WIRI,T003172483826,,,Surrey,2024
205404,1,26/12/2004,BOTH,U093156802005,,,Brighton and Hove,2024
264984,1,04/08/2001,WIRT,C058719834508,,,Buckinghamshire,2024
284277,1,07/02/2003,MWAS,W055962647465,,,Kent,2024
220892,2,17/04/2006,WIRT,H040387806740,,,Milton Keynes,2024
235113,2,29/01/2006,MOTH,O047845481146,,,Kent,2024
210766,1,17/01/2006,NOBT,L081090578068,,,Reading,2024
225385,1,30/07/2004,WOTH,C098169447202,,,Slough,2024
254686,1,28/12/2006,ABAN,L038710183453,,,Brighton and Hove,2024
275377,1,09/01/2007,BCRB,F085832642120,,,Buckinghamshire,2024
229127,2,01/07/2008,WIRI,U033406961068,,,Slough,2024
257760,1,23/12/2001,APKN,L074477938262,,,Surrey,2024
238488,2,26/04/2008,AOTH,V092044519147,,,West Berkshire,2024
268271,2,10/04/2008,REFU,Z011768385022,,,East Sussex,2024
258116,1,09/06/2000,MWBC,G009504482256,,,Portsmouth,2024
206304,1,24/01/2004,REFU,D015610695731,,,West Berkshire,2024
237366,2,06/07/2003,APKN,K061942608534,,,Hampshire,2024
245176,1,19/12/2002,BOTH,S031330095640,,,Isle of Wight,2024
256217,2,12/03/2004,MWBC,Y013452194193,,,Windsor and Maidenhead,2024
230081,2,17/01/2009,MWBC,Q085012172345,,,Buckinghamshire,2024
288263,1,05/02/2008,AIND,P032893191489,,,Slough,2024
228421,2,05/08/2000,WIRI,O028639376288,,,Oxfordshire,2024
201989,1,27/10/2009,MWBA,V007893706592,,,Buckinghamshire,2024
302971,2,12/02/2007,MWBC,D086069598099,,,West Berkshire,2024
389817,1,03/12/2000,WIRI,O085944900270,,,Portsmouth,2024
302869,2,24/01/2010,MWAS,D072513229854,,,Windsor and Maidenhead,2024
358105,2,04/07/2005,WROM,M046782910638,,,Portsmouth,2024
352787,1,16/07/2007,CHNE,A084933381047,,,Hampshire,2024
309987,1,27/04/2005,REFU,B007048762863,,,Bracknell Forest,2024
312078,1,13/03/2008,BOTH,L021784981938,,,Milton Keynes,2024
311392,2,08/09/2013,MWBC,R072599239641,,,Southampton,2024
386836,1,03/07/2002,REFU,W048048266137,,,Milton Keynes,2024
317811,1,06/05/2002,BOTH,C033410069099,,,Oxfordshire,2024
332332,2,14/05/2012,MWBA,V082877717423,,,Isle of Wight,2024
307440,2,22/02/2009,REFU,T025336115629,,,West Berkshire,2024
